trial_id,graph_type,true_mincut,karger_cut,karger_ms,karger_correct,ks_cut,ks_ms,ks_correct
1507,erdos,1,4,0.6154,0,1,16.8557,1
1508,erdos,2,4,0.4589,0,2,15.7656,1
1509,erdos,2,3,0.4445,0,2,18.5813,1
1510,clique,5,5,2.5011,1,5,58.5923,1
1511,erdos,2,5,0.4408,0,2,18.1993,1
1512,erdos,2,2,0.7854,1,2,12.239,1
1513,erdos,2,2,0.4551,1,2,15.8904,1
1514,clique,5,37,3.0112,0,5,43.1646,1
1515,erdos,3,6,0.4548,0,3,15.6158,1
1516,erdos,3,4,0.4558,0,3,13.1654,1
1517,erdos,2,6,0.4447,0,2,14.8453,1
1518,erdos,2,2,0.5261,1,2,14.4245,1
1519,erdos,2,4,0.4634,0,2,12.4952,1
1520,erdos,1,1,0.4282,1,1,12.6542,1
1521,clique,5,36,3.6554,0,5,53.5273,1
1522,erdos,3,3,0.4098,1,3,11.7965,1
1523,clique,5,36,2.0763,0,5,38.0879,1
1524,clique,5,5,2.4784,1,5,54.2693,1
1525,clique,5,36,2.6938,0,5,45.6731,1
1526,erdos,2,4,0.4423,0,2,12.6601,1
1527,erdos,2,5,0.3683,0,2,11.0095,1
1528,clique,5,5,2.3159,1,5,39.8766,1
1529,clique,5,36,1.9258,0,5,34.8351,1
1530,erdos,1,4,0.3998,0,1,10.6557,1
1531,clique,5,5,1.794,1,5,33.0176,1
1532,clique,5,5,1.9367,1,5,35.9185,1
1533,clique,5,72,6.3656,0,5,55.5853,1
1534,clique,5,36,1.756,0,5,32.021,1
1535,clique,5,5,1.8475,1,5,33.1351,1
1536,erdos,3,7,0.9339,0,3,10.4217,1
1537,clique,5,37,1.7072,0,5,35.9894,1
1538,erdos,2,3,0.3092,0,2,8.5171,1
1539,clique,5,5,2.0832,1,5,28.9026,1
1540,clique,5,36,2.2412,0,5,27.6515,1
1541,clique,5,5,1.7723,1,5,28.6537,1
1542,clique,5,5,1.8436,1,5,28.8385,1
1543,clique,5,5,2.4094,1,5,34.3319,1
1544,erdos,3,6,0.3087,0,3,9.2139,1
1545,erdos,2,4,0.2831,0,2,7.9053,1
1546,clique,5,5,1.6519,1,5,28.6966,1
1547,clique,5,37,1.7184,0,5,25.96,1
1548,clique,5,5,1.4792,1,5,27.7994,1
1549,erdos,3,5,0.296,0,3,9.3093,1
1550,clique,5,38,1.5794,0,5,26.3905,1
1551,clique,5,37,1.5902,0,5,26.7828,1
1552,erdos,2,2,1.0888,1,2,9.3822,1
1553,erdos,2,2,0.2786,1,2,8.9645,1
1554,erdos,1,4,0.3596,0,1,8.5328,1
1555,erdos,3,4,0.3003,0,3,8.7573,1
1556,erdos,3,6,0.3121,0,3,16.0063,1
1557,erdos,2,2,0.7178,1,2,10.0065,1
1558,erdos,2,4,0.2972,0,2,8.8704,1
1559,erdos,1,1,0.2721,1,1,8.0198,1
1560,clique,5,5,2.0747,1,5,33.2744,1
1561,clique,5,5,1.5309,1,5,66.4699,1
1562,clique,5,36,2.2724,0,5,31.7599,1
1563,clique,5,5,1.5221,1,5,25.8365,1
1564,erdos,2,3,0.2911,0,2,8.6243,1
1565,clique,5,5,1.6294,1,5,26.1818,1
1566,clique,5,5,1.4201,1,5,28.5607,1
1567,clique,5,5,3.3852,1,5,25.6179,1
1568,erdos,2,3,0.2487,0,2,7.4193,1
1569,erdos,2,2,0.4585,1,2,8.0026,1
1570,erdos,2,8,0.2729,0,2,7.9887,1
1571,erdos,2,4,0.2754,0,2,7.7111,1
1572,erdos,2,2,0.2669,1,2,10.2617,1
1573,clique,5,40,1.3524,0,5,25.9644,1
1574,erdos,1,5,0.2709,0,1,8.2554,1
1575,erdos,1,3,0.5423,0,1,7.7362,1
1576,clique,5,36,1.4213,0,5,26.7043,1
1577,clique,5,37,1.376,0,5,26.6427,1
1578,clique,5,5,1.576,1,5,26.9221,1
1579,clique,5,36,1.6775,0,5,26.6942,1
1580,erdos,3,7,0.352,0,3,8.2976,1
1581,erdos,1,3,0.2702,0,1,8.0438,1
1582,clique,5,72,1.4802,0,5,26.6803,1
1583,clique,5,36,1.5275,0,5,30.2559,1
1584,erdos,2,5,0.2695,0,2,8.835,1
1585,erdos,2,2,0.3171,1,2,14.527,1
1586,erdos,2,2,0.3027,1,2,8.627,1
1587,clique,5,5,1.5812,1,5,27.4828,1
1588,erdos,2,6,0.2905,0,2,8.9422,1
1589,erdos,3,5,0.3102,0,3,8.8358,1
1590,erdos,3,3,0.3128,1,3,8.4297,1
1591,clique,5,5,1.3986,1,5,28.23,1
1592,erdos,2,2,0.3132,1,2,9.5163,1
1593,erdos,2,3,0.4573,0,2,9.9536,1
1594,erdos,3,4,0.3391,0,3,9.3709,1
1595,erdos,1,3,0.2978,0,1,8.9006,1
1596,clique,5,5,1.8252,1,5,28.2205,1
1597,clique,5,5,1.6783,1,5,30.2034,1
1598,erdos,3,12,0.3002,0,3,9.1489,1
1599,erdos,1,1,0.3124,1,1,8.9777,1
1600,erdos,3,5,0.3269,0,3,8.8452,1
1601,erdos,3,3,0.3428,1,3,10.6704,1
1602,clique,5,5,1.8393,1,5,27.5085,1
1603,clique,5,5,1.7437,1,5,28.403,1
1604,clique,5,5,1.5243,1,5,27.6828,1
1605,erdos,2,3,0.3239,0,2,8.1521,1
1606,clique,5,37,1.64,0,5,26.7913,1
1607,clique,5,36,1.8457,0,5,26.4173,1
1608,clique,5,5,1.5643,1,5,30.0286,1
1609,clique,5,5,1.9262,1,5,40.927,1
1610,clique,5,37,1.8937,0,5,27.2172,1
1611,erdos,2,5,0.3016,0,2,8.9868,1
1612,erdos,2,6,0.2535,0,2,7.7138,1
1613,erdos,2,6,0.3147,0,2,9.2785,1
1614,clique,5,5,1.398,1,5,25.3907,1
1615,clique,5,36,1.6677,0,5,26.9489,1
1616,clique,5,5,1.4558,1,5,27.0544,1
1617,clique,5,5,2.1211,1,5,32.6704,1
1618,clique,5,36,1.7174,0,5,40.8046,1
1619,clique,5,36,4.1605,0,5,30.7636,1
1620,clique,5,5,1.8781,1,5,36.9409,1
1621,erdos,0,0,0.6219,1,0,9.2503,1
1622,erdos,2,4,0.278,0,2,12.6335,1
1623,erdos,2,5,0.2665,0,2,12.0695,1
1624,clique,5,5,2.9269,1,5,34.6337,1
1625,clique,5,5,4.6683,1,5,38.2592,1
1626,erdos,2,6,0.3013,0,2,9.0934,1
1627,erdos,1,1,0.2886,1,1,9.1935,1
1628,clique,5,5,1.4617,1,5,29.9738,1
1629,erdos,1,4,0.3408,0,1,12.9948,1
1630,clique,5,37,1.9879,0,5,34.7112,1
1631,clique,5,5,1.7151,1,5,34.5575,1
1632,clique,5,5,2.6748,1,5,27.2126,1
1633,erdos,1,3,0.5692,0,1,8.8547,1
1634,clique,5,5,1.8156,1,5,30.9807,1
1635,clique,5,5,1.4281,1,5,31.4856,1
1636,clique,5,36,1.4705,0,5,31.587,1
1637,erdos,2,4,0.2684,0,2,9.8565,1
1638,clique,5,36,1.7181,0,5,30.641,1
1639,erdos,1,1,0.2707,1,1,10.6939,1
1640,clique,5,36,1.9553,0,5,29.6126,1
1641,clique,5,5,2.1984,1,5,38.9714,1
1642,clique,5,37,1.8417,0,5,30.287,1
1643,clique,5,5,1.4652,1,5,29.1925,1
1644,clique,5,5,1.6254,1,5,33.3168,1
1645,clique,5,37,1.6708,0,5,35.2505,1
1646,erdos,0,0,0.3587,1,0,9.7897,1
1647,erdos,1,1,0.288,1,1,10.3281,1
1648,erdos,2,2,0.2866,1,2,11.2361,1
1649,erdos,2,4,0.3242,0,2,10.9352,1
1650,clique,5,70,1.7166,0,5,31.1377,1
1651,clique,5,38,1.4577,0,5,33.0856,1
1652,clique,5,5,2.0695,1,5,42.0131,1
1653,erdos,2,4,0.2909,0,2,47.19,1
1654,erdos,1,2,0.328,0,1,135.034,1
1655,clique,5,5,25.1775,1,5,182.544,1
1656,clique,5,39,3.3362,0,5,36.6105,1
1657,clique,5,37,2.0845,0,5,33.1366,1
1658,erdos,0,0,0.6364,1,0,8.0953,1
1659,erdos,2,7,0.2955,0,2,8.9995,1
1660,erdos,1,3,0.2764,0,1,7.7066,1
1661,clique,5,37,3.1946,0,5,28.7461,1
1662,clique,5,5,1.6102,1,5,35.7508,1
1663,erdos,3,6,0.2836,0,3,9.3458,1
1664,erdos,2,2,0.2995,1,2,9.1238,1
1665,erdos,2,2,0.2276,1,2,9.4185,1
1666,clique,5,5,1.5202,1,5,30.1562,1
1667,clique,5,37,1.8111,0,5,67.3416,1
1668,clique,5,5,1.6796,1,5,29.3068,1
1669,erdos,2,2,0.4391,1,2,9.6152,1
1670,clique,5,5,3.6077,1,5,36.2374,1
1671,clique,5,37,1.4965,0,5,30.0873,1
1672,erdos,1,3,0.2885,0,1,9.7195,1
1673,erdos,2,4,0.3509,0,2,9.6662,1
1674,erdos,3,6,0.2623,0,3,10.9574,1
1675,erdos,2,2,0.3052,1,2,9.4925,1
1676,erdos,1,4,0.2336,0,1,9.2162,1
1677,erdos,2,2,0.3273,1,2,9.0384,1
1678,clique,5,5,1.4058,1,5,28.7955,1
1679,clique,5,5,1.4135,1,5,28.8873,1
1680,erdos,1,4,0.3274,0,1,10.644,1
1681,erdos,1,1,0.2277,1,1,7.6535,1
1682,clique,5,36,1.5235,0,5,35.8298,1
1683,erdos,3,3,0.2519,1,3,8.6251,1
1684,erdos,0,0,0.2551,1,0,9.2644,1
1685,erdos,3,5,0.42,0,3,9.2651,1
1686,clique,5,5,1.4605,1,5,27.8081,1
1687,erdos,2,2,0.3288,1,2,9.1714,1
1688,clique,5,36,1.7786,0,5,27.6842,1
1689,erdos,2,2,0.2663,1,2,8.9914,1
1690,clique,5,37,2.4819,0,5,35.6799,1
1691,clique,5,36,1.5124,0,5,31.8277,1
1692,erdos,3,4,0.8185,0,3,13.2886,1
1693,erdos,2,2,0.2927,1,2,9.3606,1
1694,clique,5,5,1.5832,1,5,32.3894,1
1695,erdos,1,6,0.3471,0,1,12.2587,1
1696,erdos,2,2,0.4144,1,2,9.0491,1
1697,clique,5,36,1.5807,0,5,36.0748,1
1698,clique,5,5,2.6307,1,5,31.2384,1
1699,clique,5,36,1.3999,0,5,31.5533,1
1700,clique,5,5,3.1236,1,5,39.8354,1
1701,erdos,2,3,0.4879,0,2,9.8963,1
1702,erdos,3,4,0.4183,0,3,9.8709,1
1703,clique,5,37,1.6208,0,5,32.4123,1
1704,erdos,2,5,0.2711,0,2,9.5494,1
1705,clique,5,5,3.0149,1,5,35.3663,1
1706,clique,5,36,1.8017,0,5,29.5868,1
1707,clique,5,37,1.6462,0,5,32.1003,1
1708,erdos,3,4,0.4381,0,3,13.018,1
1709,clique,5,5,1.5415,1,5,29.999,1
1710,clique,5,5,1.4589,1,5,31.4848,1
1711,clique,5,36,1.3413,0,5,29.7138,1
1712,erdos,2,2,0.2674,1,2,9.5489,1
1713,erdos,1,11,0.2912,0,1,11.7417,1
1714,erdos,3,8,0.2738,0,3,8.4813,1
1715,clique,5,5,2.0745,1,5,40.6568,1
1716,erdos,2,6,0.2626,0,2,12.1555,1
1717,clique,5,36,1.8284,0,5,30.298,1
1718,clique,5,5,3.2345,1,5,34.5788,1
1719,erdos,2,3,0.4549,0,2,10.5693,1
1720,erdos,3,4,0.2783,0,3,12.3278,1
1721,erdos,2,6,0.2982,0,2,8.1193,1
1722,erdos,2,2,0.2793,1,2,9.6205,1
1723,clique,5,36,1.3476,0,5,29.6882,1
1724,erdos,3,5,0.3692,0,3,11.0517,1
1725,erdos,2,3,0.3302,0,2,10.5343,1
1726,clique,5,36,1.7894,0,5,44.4475,1
1727,clique,5,37,1.5561,0,5,30.3356,1
1728,clique,5,5,1.6047,1,5,29.5886,1
1729,clique,5,37,1.6611,0,5,31.5197,1
1730,clique,5,37,3.4617,0,5,47.7339,1
1731,clique,5,5,3.1748,1,36,29.7691,0
1732,erdos,4,4,0.3301,1,4,10.494,1
1733,erdos,2,6,0.3405,0,2,9.9792,1
1734,clique,5,36,1.3486,0,5,32.1543,1
1735,erdos,2,4,0.4583,0,2,11.8126,1
1736,erdos,2,5,0.2606,0,2,9.1551,1
1737,erdos,1,3,0.3109,0,1,9.2751,1
1738,clique,5,5,1.4944,1,5,41.2001,1
1739,erdos,3,3,1.3017,1,3,15.7232,1
1740,clique,5,5,1.4346,1,5,29.9338,1
1741,erdos,2,4,0.3836,0,2,11.7278,1
1742,erdos,2,4,0.2704,0,2,7.9697,1
1743,clique,5,38,3.5205,0,5,31.2772,1
1744,clique,5,37,1.4828,0,5,27.6783,1
1745,clique,5,5,2.1645,1,5,28.9973,1
1746,erdos,2,2,0.3048,1,2,7.8978,1
1747,clique,5,36,1.7611,0,5,27.1445,1
1748,erdos,2,3,0.4164,0,2,8.7388,1
1749,clique,5,36,1.4641,0,5,35.2483,1
1750,erdos,1,10,1.287,0,1,28.5529,1
1751,clique,5,36,4.5757,0,5,79.7893,1
1752,erdos,3,4,1.1584,0,3,25.7475,1
1753,erdos,2,6,0.3937,0,2,32.1284,1
1754,clique,5,38,6.1971,0,5,91.5144,1
1755,clique,5,5,6.2286,1,5,92.7529,1
1756,erdos,2,5,0.5141,0,2,25.3829,1
1757,clique,5,36,2.3586,0,5,31.1798,1
1758,erdos,3,3,0.3035,1,3,8.9647,1
1759,erdos,2,3,0.3291,0,2,14.9136,1
1760,clique,5,37,4.7667,0,5,32.4559,1
1761,clique,5,37,2.0714,0,5,36.8943,1
1762,clique,5,5,1.6845,1,5,33.8764,1
1763,clique,5,5,1.629,1,5,42.1883,1
1764,clique,5,37,1.9657,0,36,42.0956,0
1765,clique,5,36,1.6003,0,5,36.3695,1
1766,clique,5,5,2.5558,1,5,34.9728,1
1767,erdos,3,3,0.3483,1,3,9.7727,1
1768,erdos,1,5,0.2922,0,1,8.3276,1
1769,clique,5,5,1.7061,1,5,30.9099,1
1770,erdos,1,4,0.3167,0,1,9.4173,1
1771,erdos,1,1,0.2523,1,1,9.8896,1
1772,erdos,1,1,0.301,1,1,9.664,1
1773,erdos,2,2,0.2844,1,2,10.5388,1
1774,clique,5,37,2.472,0,5,33.0092,1
1775,erdos,2,5,0.3226,0,2,10.8716,1
1776,clique,5,36,2.2513,0,5,34.7857,1
1777,clique,5,5,1.7567,1,5,31.3404,1
1778,erdos,2,5,0.28,0,2,10.4671,1
1779,erdos,2,6,0.8684,0,2,11.2035,1
1780,clique,5,5,1.9081,1,5,33.5729,1
1781,clique,5,37,1.4702,0,5,43.3154,1
1782,erdos,2,3,1.5518,0,2,13.122,1
1783,clique,5,36,5.0416,0,5,277.157,1
1784,erdos,2,3,0.4398,0,2,18.5275,1
1785,clique,5,36,1.6418,0,5,152.051,1
1786,clique,5,5,2.2078,1,5,37.1547,1
1787,erdos,3,5,0.3772,0,3,10.8896,1
1788,erdos,2,10,0.2827,0,2,11.0429,1
1789,erdos,3,7,0.3014,0,3,12.0058,1
1790,erdos,1,2,0.2231,0,1,9.9237,1
1791,erdos,3,11,0.5496,0,3,10.3098,1
1792,clique,5,36,2.2788,0,5,42.6447,1
1793,erdos,1,1,0.3246,1,1,22.1787,1
1794,erdos,3,4,0.2547,0,3,22.3274,1
1795,erdos,2,10,0.3095,0,2,20.1105,1
1796,erdos,1,3,0.3593,0,1,8.207,1
1797,clique,5,36,1.9169,0,5,32.4387,1
1798,clique,5,5,2.4966,1,5,34.5615,1
1799,clique,5,5,1.9269,1,5,38.5522,1
1800,clique,5,36,2.1541,0,5,34.8843,1
1801,clique,5,5,1.5987,1,5,34.6708,1
1802,clique,5,37,1.9885,0,5,83.2444,1
1803,clique,5,37,10.7267,0,5,110.667,1
1804,erdos,2,2,0.3452,1,2,13.4687,1
1805,clique,5,37,1.7584,0,5,33.2649,1
1806,clique,5,5,1.8787,1,5,28.6285,1
1807,erdos,2,2,0.2557,1,2,10.2395,1
1808,erdos,0,0,0.2311,1,0,8.3262,1
1809,erdos,1,1,0.3443,1,1,9.1887,1
1810,clique,5,5,1.5826,1,5,31.3503,1
1811,clique,5,5,2.3554,1,5,30.1609,1
1812,erdos,1,1,0.3071,1,1,9.4386,1
1813,erdos,3,7,0.3062,0,3,10.485,1
1814,erdos,2,4,0.2541,0,2,9.3593,1
1815,erdos,1,1,0.3108,1,3,9.1432,0
1816,clique,5,5,1.7947,1,5,32.5348,1
1817,erdos,1,1,0.5813,1,1,8.4253,1
1818,erdos,2,2,0.3097,1,2,8.4845,1
1819,clique,5,5,1.7889,1,5,33.3381,1
1820,clique,5,5,1.6067,1,5,31.0764,1
1821,erdos,3,7,0.2771,0,3,8.2355,1
1822,clique,5,37,2.8004,0,5,26.746,1
1823,erdos,1,1,0.2778,1,1,10.8339,1
1824,erdos,3,6,0.3062,0,3,12.2203,1
1825,clique,5,5,3.4049,1,5,31.1757,1
1826,erdos,3,5,0.3591,0,3,9.3811,1
1827,erdos,1,1,0.3357,1,1,8.2873,1
1828,clique,5,36,1.6722,0,5,36.1843,1
1829,clique,5,37,1.6482,0,5,39.6548,1
1830,clique,5,5,1.8103,1,5,35.5577,1
1831,erdos,3,5,0.3911,0,3,13.0411,1
1832,erdos,2,4,0.3203,0,2,11.6658,1
1833,erdos,2,6,0.7608,0,3,32.7535,0
1834,clique,5,5,6.3974,1,5,123.703,1
1835,erdos,2,2,0.3591,1,2,17.9361,1
1836,clique,5,36,1.8523,0,5,65.1325,1
1837,erdos,2,4,0.3311,0,2,32.8898,1
1838,clique,5,36,5.1384,0,5,89.758,1
1839,clique,5,5,4.2762,1,5,89.9253,1
1840,erdos,3,8,0.3539,0,3,29.8499,1
1841,erdos,2,6,0.588,0,2,31.9249,1
1842,clique,5,5,5.2478,1,5,100.254,1
1843,erdos,2,3,0.3331,0,2,32.2863,1
1844,erdos,2,6,2.9425,0,2,33.4201,1
1845,clique,5,37,6.9599,0,5,101.039,1
1846,clique,5,5,6.3764,1,5,84.9885,1
1847,clique,5,5,10.8639,1,5,39.6091,1
1848,erdos,2,3,0.3103,0,2,32.1139,1
1849,clique,5,5,2.8669,1,5,36.0073,1
1850,clique,5,36,2.2026,0,5,50.1743,1
1851,clique,5,37,2.3505,0,5,39.4183,1
1852,erdos,2,4,0.3003,0,2,25.9967,1
1853,clique,5,5,1.7664,1,5,61.261,1
1854,clique,5,36,1.7183,0,5,42.827,1
1855,erdos,2,2,0.354,1,2,12.3951,1
1856,clique,5,36,1.6192,0,5,56.3534,1
1857,erdos,1,1,0.2993,1,1,12.7542,1
1858,clique,5,5,3.2499,1,5,42.913,1
1859,clique,5,5,2.0865,1,5,51.7837,1
1860,erdos,4,5,0.3293,0,4,29.0045,1
1861,erdos,2,2,0.275,1,2,11.4389,1
1862,erdos,2,2,0.3449,1,2,16.76,1
1863,erdos,3,4,0.2629,0,3,37.7898,1
1864,erdos,1,1,0.3025,1,1,20.5148,1
1865,clique,5,36,2.7892,0,5,38.3395,1
1866,erdos,3,4,0.3248,0,3,9.8061,1
1867,erdos,1,1,0.315,1,1,10.4315,1
1868,erdos,2,2,0.3412,1,2,14.2401,1
1869,erdos,3,5,0.3147,0,3,9.2627,1
1870,erdos,3,5,0.2324,0,3,11.3055,1
1871,erdos,2,6,0.299,0,2,10.8249,1
1872,erdos,0,0,0.3071,1,0,19.3988,1
1873,erdos,2,7,0.3881,0,2,25.9931,1
1874,clique,5,5,1.5816,1,5,29.7297,1
1875,clique,5,5,4.2803,1,5,56.1383,1
1876,erdos,2,3,1.6896,0,2,37.8375,1
1877,erdos,2,4,0.7307,0,2,44.1089,1
1878,clique,5,36,6.116,0,5,91.6309,1
1879,clique,5,5,7.013,1,5,82.5467,1
1880,erdos,3,6,1.7443,0,3,28.4165,1
1881,clique,5,5,3.7934,1,5,141.852,1
1882,erdos,3,4,0.3525,0,3,34.7734,1
1883,clique,5,5,5.1345,1,5,75.9637,1
1884,erdos,2,2,1.4855,1,2,43.9731,1
1885,erdos,3,3,0.3305,1,3,43.6717,1
1886,erdos,4,7,0.367,0,4,47.6232,1
1887,erdos,2,2,0.3157,1,2,27.7152,1
1888,clique,5,5,2.3991,1,5,43.7217,1
1889,erdos,2,4,0.6423,0,2,11.2591,1
1890,clique,5,5,1.5657,1,5,48.034,1
1891,erdos,1,1,0.3993,1,1,9.9251,1
1892,clique,5,5,5.2173,1,5,230.232,1
1893,erdos,0,0,0.3158,1,0,8.9422,1
1894,clique,5,37,1.7124,0,5,31.1907,1
1895,clique,5,5,1.8837,1,5,30.4891,1
1896,erdos,4,5,0.3287,0,4,9.638,1
1897,clique,5,37,1.5191,0,5,32.8382,1
1898,erdos,0,0,0.2644,1,0,9.5106,1
1899,clique,5,5,1.4338,1,5,29.2486,1
1900,erdos,3,4,0.2987,0,3,9.3859,1
1901,erdos,1,1,0.2408,1,1,8.8269,1
1902,erdos,1,1,0.2813,1,1,9.8482,1
1903,erdos,3,3,0.3331,1,3,7.9376,1
1904,erdos,3,4,0.3329,0,3,9.0672,1
1905,clique,5,5,1.4055,1,5,30.1538,1
1906,clique,5,5,1.5638,1,5,29.2445,1
1907,erdos,3,5,0.348,0,3,10.1025,1
1908,clique,5,37,1.6394,0,5,30.2493,1
1909,clique,5,73,1.7874,0,5,30.0328,1
1910,clique,5,37,1.7728,0,5,29.8168,1
1911,erdos,3,5,0.4266,0,3,8.8252,1
1912,erdos,1,1,0.2396,1,1,12.1628,1
1913,clique,5,5,2.1965,1,5,66.7849,1
1914,erdos,1,1,1.8541,1,1,68.2911,1
1915,clique,5,37,5.3215,0,5,105.669,1
1916,clique,5,5,4.3194,1,5,101.369,1
1917,clique,5,5,7.1589,1,5,87.1196,1
1918,erdos,2,2,1.3404,1,2,23.9852,1
1919,clique,5,5,1.9327,1,5,61.1596,1
1920,erdos,3,3,0.339,1,3,13.8997,1
1921,clique,5,37,1.5703,0,5,35.092,1
1922,erdos,2,4,0.2987,0,2,13.3392,1
1923,clique,5,5,1.7336,1,5,31.5086,1
1924,clique,5,36,1.9027,0,5,107.778,1
1925,erdos,2,3,0.2932,0,2,59.8376,1
1926,erdos,2,7,0.3303,0,2,56.3401,1
1927,clique,5,5,5.5304,1,5,170.733,1
1928,erdos,1,4,0.3214,0,1,13.2349,1
1929,clique,5,37,1.9391,0,5,42.5202,1
1930,clique,5,5,1.7119,1,5,39.1862,1
1931,erdos,3,5,0.3149,0,3,12.087,1
1932,clique,5,5,1.5742,1,5,42.884,1
1933,erdos,4,14,0.3414,0,4,15.004,1
1934,erdos,1,1,0.2946,1,1,15.2522,1
1935,clique,5,5,1.6533,1,5,38.8848,1
1936,clique,5,5,1.6056,1,5,39.1285,1
1937,clique,5,36,1.5875,0,5,33.185,1
1938,clique,5,36,1.5518,0,5,31.433,1
1939,erdos,3,14,0.4443,0,3,12.343,1
1940,erdos,2,2,0.3204,1,2,12.1138,1
1941,erdos,2,4,0.2811,0,2,10.922,1
1942,clique,5,5,2.5668,1,5,30.0528,1
1943,erdos,1,6,0.351,0,1,9.5564,1
1944,clique,5,36,1.5144,0,5,39.3099,1
1945,erdos,1,2,0.2874,0,1,8.2794,1
1946,clique,5,5,1.729,1,5,30.1415,1
1947,erdos,2,4,0.4934,0,2,9.7103,1
1948,erdos,1,1,0.3081,1,1,8.9475,1
1949,clique,5,37,1.7036,0,5,29.2849,1
1950,erdos,1,1,0.3057,1,1,8.9946,1
1951,erdos,1,4,0.2957,0,1,9.4465,1
1952,clique,5,37,1.6806,0,5,30.0325,1
1953,erdos,2,2,0.3291,1,2,9.2115,1
1954,clique,5,36,1.7645,0,5,31.249,1
1955,clique,5,37,1.7989,0,5,38.3967,1
1956,clique,5,5,1.7428,1,5,31.2936,1
1957,erdos,3,4,0.3191,0,3,9.526,1
1958,erdos,3,5,0.3239,0,3,9.956,1
1959,clique,5,37,1.7957,0,5,31.4956,1
1960,clique,5,5,2.0797,1,5,29.0053,1
1961,clique,5,5,1.2713,1,5,25.269,1
1962,erdos,1,1,0.3041,1,1,9.9233,1
1963,erdos,3,3,0.3721,1,3,9.0959,1
1964,clique,5,37,2.2254,0,5,29.0014,1
1965,clique,5,36,1.674,0,5,30.4587,1
1966,clique,5,5,1.4241,1,5,33.0415,1
1967,clique,5,36,1.606,0,5,30.6615,1
1968,clique,5,36,1.5456,0,5,30.5709,1
1969,erdos,4,5,0.3248,0,4,9.7608,1
1970,erdos,1,2,0.4244,0,1,11.88,1
1971,clique,5,5,1.5857,1,5,32.898,1
1972,erdos,1,5,0.3188,0,1,10.7029,1
1973,erdos,2,4,0.4962,0,2,13.6694,1
1974,erdos,2,4,0.2918,0,2,9.5049,1
1975,clique,5,36,1.7173,0,5,38.1591,1
1976,erdos,2,13,0.3803,0,2,11.5772,1
1977,erdos,1,1,0.3197,1,1,9.6735,1
1978,erdos,2,4,0.334,0,2,11.1881,1
1979,erdos,2,4,0.3218,0,2,8.8953,1
1980,erdos,2,2,0.3233,1,2,9.461,1
1981,clique,5,5,1.4789,1,5,34.3307,1
1982,erdos,3,5,0.3441,0,3,9.6203,1
1983,erdos,2,3,0.7457,0,2,8.6326,1
1984,erdos,2,5,0.2431,0,2,10.0125,1
1985,erdos,2,4,0.2355,0,2,10.0515,1
1986,clique,5,5,1.7159,1,5,33.5151,1
1987,erdos,4,14,0.4231,0,4,11.5713,1
1988,erdos,2,5,0.3409,0,2,7.9227,1
1989,erdos,1,2,0.2634,0,1,9.4334,1
1990,erdos,2,4,0.3388,0,2,10.6703,1
1991,erdos,1,6,0.4296,0,1,13.311,1
1992,clique,5,5,3.7642,1,5,57.1637,1
1993,clique,5,5,3.7093,1,5,39.3781,1
1994,clique,5,5,1.1505,1,5,25.5173,1
1995,erdos,3,4,0.2263,0,3,13.6598,1
1996,erdos,2,5,4.3771,0,2,16.4358,1
1997,erdos,3,4,0.3144,0,3,10.1328,1
1998,clique,5,5,1.6181,1,5,30.4828,1
1999,erdos,2,2,0.2934,1,2,9.4484,1
2000,erdos,0,0,0.3096,1,0,8.6299,1
